title,num_subscribers,course_type,institution,Level,subject,lang,price,ventas,Plataforma
Accounting Essentials,58463,Self-paced on your time,Imperial College Business School-Imperial College London,Introductory,Business & Management,English,79,4618577,Edx
Introduction to Java Programming: Starting to code in Java,325554,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Computer Science,English,149,48507546,Edx
European Paintings: From Leonardo to Rembrandt to Goya,60734,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Humanities,English,99,6012666,Edx
Java Programming Fundamentals,12042,Self-paced on your time,Universidad Galileo,Intermediate,Engineering,English,49,590058,Edx
"Hollywood: History, Industry, Art",50033,Self-paced on your time,University of Pennsylvania,Introductory,Communication,English,169,8455577,Edx
Data Science Tools,15627,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,English,39,609453,Edx
Statistical Thinking for Data Science and Analytics,198861,Self-paced on your time,Columbia University,Introductory,Computer Science,English,99,19687239,Edx
Philosophy and Critical Thinking,97175,Self-paced on your time,The University of Queensland,Introductory,Humanities,English,99,9620325,Edx
International Law,91868,Self-paced on your time,Université catholique de Louvain,Advanced,Law,English,150,13780200,Edx
Tourism and Travel Management,38503,Self-paced on your time,The University of Queensland,Introductory,Business & Management,English,5,192515,Edx
Project Management Life Cycle,120019,Self-paced on your time,Rochester Institute of Technology,Intermediate,Business & Management,English,150,18002850,Edx
Solar Energy,125069,Self-paced on your time,Delft University of Technology,Introductory,Engineering,English,50,6253450,Edx
Public Speaking,10129,Self-paced on your time,Rochester Institute of Technology,Introductory,Communication,English,199,2015671,Edx
Japanese Pronunciation for Communication,62757,Self-paced on your time,Waseda University,Introductory,Communication,日本語,99,6212943,Edx
Mindfulness and Resilience to Stress at Work,33414,Self-paced on your time,"University of California, Berkeley",Introductory,Business & Management,English,199,6649386,Edx
Framing Your Communication to Inspire and Convince,49351,Self-paced on your time,Delft University of Technology,Intermediate,Business & Management,English,125,6168875,Edx
Business Foundations,55154,Self-paced on your time,University of British Columbia,Introductory,Business & Management,English,150,8273100,Edx
The Chemistry of Life,78704,Self-paced on your time,Kyoto University,Introductory,Biology & Life Sciences,English,49,3856496,Edx
Nutrition and Health: Micronutrients and Malnutrition,78266,Self-paced on your time,Wageningen University & Research,Intermediate,Biology & Life Sciences,English,99,7748334,Edx
Digital Design,12339,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Design,English,50,616950,Edx
Machine Learning for Data Science and Analytics,140419,Self-paced on your time,Columbia University,Introductory,Computer Science,English,99,13901481,Edx
The Science of Everyday Thinking,318399,Self-paced on your time,The University of Queensland,Introductory,Business & Management,English,99,31521501,Edx
Gestion de projets de développement,41663,Self-paced on your time,Inter-American Development Bank,Intermediate,Business & Management,Français,25,1041575,Edx
Product Management Fundamentals,11913,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Introductory,Business & Management,English,199,2370687,Edx
International Human Rights Law,74424,Self-paced on your time,Université catholique de Louvain,Advanced,Law,English,150,11163600,Edx
The Best Start in Life: Early Childhood Development for Sustainable Development,23139,Self-paced on your time,SDG Academy,Intermediate,Education & Teacher Training,English,49,1133811,Edx
Data Science and Machine Learning Capstone Project,21809,Self-paced on your time,IBM,Intermediate,Data Analysis & Statistics,English,99,2159091,Edx
"Data Science for Construction, Architecture and Engineering",11113,Self-paced on your time,The National University of Singapore,Introductory,Data Analysis & Statistics,English,199,2211487,Edx
"Nutrition, Heart Disease and Diabetes",24986,Self-paced on your time,Wageningen University & Research,Intermediate,Food & Nutrition,English,99,2473614,Edx
Project Management for Development,62099,Self-paced on your time,Inter-American Development Bank,Intermediate,Business & Management,English,49,3042851,Edx
Introduction to Cloud Infrastructure Technologies,86923,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,English,169,14689987,Edx
"Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",13566,Self-paced on your time,Wageningen University & Research,Introductory,Art & Culture,English,65,881790,Edx
Machine Learning,150855,Instructor-led on a course schedule,Columbia University,Advanced,Computer Science,English,249,37562895,Edx
Introducción a la gestión de proyectos,98517,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Business & Management,Español,50,4925850,Edx
Free Cash Flow Analysis,36085,Self-paced on your time,Columbia University,Introductory,Business & Management,English,225,8119125,Edx
Lean Production,55926,Self-paced on your time,Technische Universität München,Introductory,Business & Management,English,99,5536674,Edx
Introduction to Algebra,131197,Self-paced on your time,SchoolYourself,Introductory,Math,English,139,18236383,Edx
"LaTeX for Students, Engineers, and Scientists",11823,Self-paced on your time,IITBombay,Introductory,Engineering,English,139,1643397,Edx
Leading With Effective Communication (Inclusive Leadership Training),107770,Self-paced on your time,Catalyst,Introductory,Communication,English,50,5388500,Edx
Anatomy: Musculoskeletal and Integumentary Systems,51969,Self-paced on your time,The University of Michigan,Introductory,Biology & Life Sciences,English,49,2546481,Edx
"Inglés empresarial: ventas, gestión y liderazgo",10897,Instructor-led on a course schedule,Universidades Anáhuac,Introductory,Business & Management,English,49,533953,Edx
Business Strategy from Wharton: Competitive Advantage,26675,Self-paced on your time,The Wharton School of the University of Pennsylvania,Intermediate,Business & Management,English,199,5308325,Edx
Inteligencia emocional para el liderazgo efectivo y colaboración,14726,Self-paced on your time,Universidades Anáhuac,Introductory,Social Sciences,Español,49,721574,Edx
